Titulo_marcador,Tipo,Provincia,Localidade,Centro_ou_sede,Enderezo_para_Google,Universidade,Campus,Familias_ou_ramas,Modalidades,Numero_de_estudos,Estudos,Prazas_total_indicadas,Fontes,Nota_de_rigor
Escola Superior de Enxeñaría Informática · Ourense,Doutoramento,Ourense,Ourense,Escola Superior de Enxeñaría Informática,"Escola Superior de Enxeñaría Informática, Ourense, Ourense, Galicia, España",Universidade de Vigo,Campus de Ourense,Área académica de estudos de Máster e Doutoramento de Ourense,Universidade,1,Programa de Doutoramento en Sistemas Software Intelixentes e Adaptables,,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
Facultade de Ciencias · Ourense,Doutoramento,Ourense,Ourense,Facultade de Ciencias,"Facultade de Ciencias, Ourense, Ourense, Galicia, España",Universidade de Vigo,Campus de Ourense,Área académica de estudos de Máster e Doutoramento de Ourense,Universidade,2,"Programa de Doutoramento en Ciencia e Tecnoloxía Agroalimentaria || Programa de Doutoramento en Ecosistemas Terrestres, Usos Sustentables e Implicacións Ambientais",,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
Facultade de Ciencias Empresariais e Turismo · Ourense,Doutoramento,Ourense,Ourense,Facultade de Ciencias Empresariais e Turismo,"Facultade de Ciencias Empresariais e Turismo, Ourense, Ourense, Galicia, España",Universidade de Vigo,Campus de Ourense,Área académica de estudos de Máster e Doutoramento de Ourense,Universidade,1,Programa de Doutoramento en Turismo,,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
Facultade de Ciencias da Educación e Traballo Social · Ourense,Doutoramento,Ourense,Ourense,Facultade de Ciencias da Educación e Traballo Social,"Facultade de Ciencias da Educación e Traballo Social, Ourense, Ourense, Galicia, España",Universidade de Vigo,Campus de Ourense,Área académica de estudos de Máster e Doutoramento de Ourense,Universidade,2,Programa de Doutoramento en Ciencias Sociais e Envellecemento || Programa de Doutoramento en Ciencias da Educación e do Comportamento,,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
Facultade de Dereito · Ourense,Doutoramento,Ourense,Ourense,Facultade de Dereito,"Facultade de Dereito, Ourense, Ourense, Galicia, España",Universidade de Vigo,Campus de Ourense,Área académica de estudos de Máster e Doutoramento de Ourense,Universidade,1,"Programa de Doutoramento en Auga, Sustentabilidade e Desenvolvemento (Campus AUGA)",,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
Escola de Enxeñaría Forestal · Pontevedra,Doutoramento,Pontevedra,Pontevedra,Escola de Enxeñaría Forestal,"Escola de Enxeñaría Forestal, Pontevedra, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Pontevedra,Área académica de estudos de Máster e Doutoramento de Pontevedra,Universidade,1,Programa de Doutoramento en Creatividade e Innovación Social e Sustentable (Campus CREA),,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
Facultade de Belas Artes · Pontevedra,Doutoramento,Pontevedra,Pontevedra,Facultade de Belas Artes,"Facultade de Belas Artes, Pontevedra, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Pontevedra,Área académica de Belas Artes,Universidade,1,Programa de Doutoramento en Creación e Investigación en Arte Contemporánea,,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
Facultade de Ciencias da Educación e do Deporte · Pontevedra,Doutoramento,Pontevedra,Pontevedra,Facultade de Ciencias da Educación e do Deporte,"Facultade de Ciencias da Educación e do Deporte, Pontevedra, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Pontevedra,Área académica de estudos de Máster e Doutoramento de Pontevedra,Universidade,3,"Programa de Doutoramento en Ciencias do Deporte, Educación Física e Actividade Física Saudable || Programa de Doutoramento en Educación, Deporte e Saúde || Programa de Doutoramento en Equidade e Innovación en Educación",,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
Facultade de Fisioterapia · Pontevedra,Doutoramento,Pontevedra,Pontevedra,Facultade de Fisioterapia,"Facultade de Fisioterapia, Pontevedra, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Pontevedra,Área académica de estudos de Máster e Doutoramento de Pontevedra,Universidade,1,Programa de Doutoramento en Investigación Sanitaria,,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
Escola de Enxeñaría Industrial · Vigo,Doutoramento,Pontevedra,Vigo,Escola de Enxeñaría Industrial,"Escola de Enxeñaría Industrial, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Área académica de estudos de Máster e Doutoramento do Ámbito Tecnolóxico de Vigo,Universidade,3,Programa de Doutoramento Interuniversitario en Eficiencia Enerxética e Sustentabilidade en Enxeñaría e Arquitectura || Programa de Doutoramento en Enxeñaría Química || Programa de Doutoramento en Investigación en Tecnoloxías e Procesos Avanzados na Industria,,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
Escola de Enxeñaría de Minas e Enerxía · Vigo,Doutoramento,Pontevedra,Vigo,Escola de Enxeñaría de Minas e Enerxía,"Escola de Enxeñaría de Minas e Enerxía, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Área académica de estudos de Máster e Doutoramento do Ámbito Tecnolóxico de Vigo,Universidade,3,"Programa de Doutoramento en Láser, Fotónica e Visión || Programa de Doutoramento en Protección do Patrimonio Cultural || Programa de Doutoramento en Xeotecnoloxías Aplicadas á Construción, Enerxía e Industria",,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
Escola de Enxeñaría de Telecomunicación · Vigo,Doutoramento,Pontevedra,Vigo,Escola de Enxeñaría de Telecomunicación,"Escola de Enxeñaría de Telecomunicación, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Área académica de estudos de Máster e Doutoramento do Ámbito Tecnolóxico de Vigo,Universidade,4,"Programa de Doutoramento en Matemáticas e Aplicacións || Programa de Doutoramento en Métodos Matemáticos e Simulación Numérica en Enxeñaría e Ciencias Aplicadas || Programa de Doutoramento en Tecnoloxía Aeroespacial: Enxeñarías Electromagnética, Electrónica, Informática e Mecánica || Programa de Doutoramento en Tecnoloxías da Información e as Comunicacións",,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
Facultade de Bioloxía · Vigo,Doutoramento,Pontevedra,Vigo,Facultade de Bioloxía,"Facultade de Bioloxía, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Área académica de estudos de Máster e Doutoramento do Ámbito Científico de Vigo,Universidade,4,Programa de Doutoramento en Biotecnoloxía Avanzada || Programa de Doutoramento en Endocrinoloxía || Programa de Doutoramento en Metodoloxía e Aplicacións en Ciencias da Vida || Programa de Doutoramento en Neurociencia e Psicoloxía Clínica,,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
Facultade de Ciencias Económicas e Empresariais · Vigo,Doutoramento,Pontevedra,Vigo,Facultade de Ciencias Económicas e Empresariais,"Facultade de Ciencias Económicas e Empresariais, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Área académica de estudos de Máster e Doutoramento do Ámbito Xurídico-Social e de Humanidades de Vigo,Universidade,2,Programa de Doutoramento en Análise Económica e Estratexia Empresarial || Programa de Doutoramento en Estatística e Investigación Operativa,,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
Facultade de Ciencias Xurídicas e do Traballo · Vigo,Doutoramento,Pontevedra,Vigo,Facultade de Ciencias Xurídicas e do Traballo,"Facultade de Ciencias Xurídicas e do Traballo, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Área académica de estudos de Máster e Doutoramento do Ámbito Xurídico-Social e de Humanidades de Vigo,Universidade,2,"Programa de Doutoramento en Ordenación Xurídica do Mercado || Programa de Doutoramento en Xestión e Resolución de Conflitos: Menores, Familia e Xustiza Terapéutica",,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
Facultade de Ciencias do Mar · Vigo,Doutoramento,Pontevedra,Vigo,Facultade de Ciencias do Mar,"Facultade de Ciencias do Mar, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Área académica de estudos de Máster e Doutoramento do Ámbito Científico de Vigo,Universidade,2,"Programa de Doutoramento en Ciencias Mariñas, Tecnoloxía e Xestión (Campus do Mar) || Programa de Doutoramento en Física Aplicada",,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
Facultade de Filoloxía e Tradución · Vigo,Doutoramento,Pontevedra,Vigo,Facultade de Filoloxía e Tradución,"Facultade de Filoloxía e Tradución, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Área académica de estudos de Máster e Doutoramento do Ámbito Xurídico-Social e de Humanidades de Vigo,Universidade,5,"Programa de Doutoramento Interuniversitario en Estudos Ingleses Avanzados: Lingüística, Literatura e Cultura || Programa de Doutoramento en Comunicación || Programa de Doutoramento en Estudos Lingüísticos || Programa de Doutoramento en Estudos Literarios || Programa de Doutoramento en Tradución e Paratradución",,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
Facultade de Química · Vigo,Doutoramento,Pontevedra,Vigo,Facultade de Química,"Facultade de Química, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Área académica de estudos de Máster e Doutoramento do Ámbito Científico de Vigo,Universidade,3,Programa de Doutoramento en Ciencia e Tecnoloxía Química || Programa de Doutoramento en Nanociencia e Biomedicina || Programa de Doutoramento en Química Teórica e Modelización Computacional / Theoretical Chemistry and Computational Modelling,,https://secretaria.uvigo.gal/uv/web/convocatoria/public/show/1785,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CEE María Mariño · A Coruña,FP,A Coruña,A Coruña,CEE María Mariño,"CEE María Mariño, A Coruña, A Coruña, Galicia, España",,,Agraria | Artes gráficas | Hostalaría e turismo,Programas formativos básicos,4,PFB de Cociña (Programas formativos básicos) || PFB de Lavandaría (Programas formativos básicos) || PFB de Reprografía (Programas formativos básicos) || PFB de Xardinaría e viveirismo (Programas formativos básicos),72,i_portal_oferta_clasificada_por_prov_concello_programas_basicos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CEE Nosa Señora do Rosario · A Coruña,FP,A Coruña,A Coruña,CEE Nosa Señora do Rosario,"CEE Nosa Señora do Rosario, A Coruña, A Coruña, Galicia, España",,,Imaxe persoal | Servizos socioculturais e á comunidade,Programas formativos básicos,4,PFB de Actividades domésticas (Programas formativos básicos) || PFB de Estética (Programas formativos básicos) || PFB de Limpeza de edificios (Programas formativos básicos) || PFB de Peiteado (Programas formativos básicos),72,i_portal_oferta_clasificada_por_prov_concello_programas_basicos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Paseo das Pontes · A Coruña,FP,A Coruña,A Coruña,CIFP Paseo das Pontes,"CIFP Paseo das Pontes, A Coruña, A Coruña, Galicia, España",,,"Hostalaría e turismo | Téxtil, confección e pel",FP básica,3,Aloxamento e lavandaría (FP básica) || Arranxos e reparación de artigos téxtiles e de pel (FP básica) || Tapizaría e cortinaxe (FP básica),54,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Someso · A Coruña,FP,A Coruña,A Coruña,CIFP Someso,"CIFP Someso, A Coruña, A Coruña, Galicia, España",,,"Edificación e obra civil | Fabricación mecánica | Imaxe persoal | Madeira, moble e cortiza | Transporte e mantemento de vehículos",FP básica,5,Carpintaría e moble (FP básica) || Fabricación e montaxe (FP básica) || Mantemento de vehículos (FP básica) || Peiteado e estética (FP básica) || Reforma e mantemento de edificios (FP básica),108,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Fernando Wirtz Suárez · A Coruña,FP,A Coruña,A Coruña,IES Fernando Wirtz Suárez,"IES Fernando Wirtz Suárez, A Coruña, A Coruña, Galicia, España",,,Informática e comunicacións,FP básica,1,Informática e comunicacións (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Ramón Menéndez Pidal · A Coruña,FP,A Coruña,A Coruña,IES Ramón Menéndez Pidal,"IES Ramón Menéndez Pidal, A Coruña, A Coruña, Galicia, España",,,"Artes gráficas | Comercio e márketing | Fabricación mecánica | Madeira, moble e cortiza",FP básica,4,Artes gráficas (FP básica) || Carpintaría e moble (FP básica) || Fabricación e montaxe (FP básica) || Servizos comerciais (FP básica),72,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Urbano Lugrís · A Coruña,FP,A Coruña,A Coruña,IES Urbano Lugrís,"IES Urbano Lugrís, A Coruña, A Coruña, Galicia, España",,,Electricidade e electrónica | Informática e comunicacións,FP básica,2,Electricidade e electrónica (FP básica) || Informática de oficina (FP básica),54,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Divino Maestro · A Pobra do Caramiñal,FP,A Coruña,A Pobra do Caramiñal,CPR Divino Maestro,"CPR Divino Maestro, A Pobra do Caramiñal, A Coruña, Galicia, España",,,Administración e xestión,FP básica,1,Servizos administrativos (FP básica),20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe de Ames · Ames,FP,A Coruña,Ames,IES Plurilingüe de Ames,"IES Plurilingüe de Ames, Ames, A Coruña, Galicia, España",,,Agraria | Imaxe persoal,FP básica,2,Agroxardinaría e composicións florais (FP básica) || Peiteado e estética (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Agarimo · Arteixo,FP,A Coruña,Arteixo,CPR Agarimo,"CPR Agarimo, Arteixo, A Coruña, Galicia, España",,,"Agraria | Hostalaría e turismo | Madeira, moble e cortiza",FP básica,3,Agroxardinaría e composicións florais (FP básica) || Carpintaría e moble (FP básica) || Cociña e restauración (FP básica),60,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Sabón · Arteixo,FP,A Coruña,Arteixo,IES de Sabón,"IES de Sabón, Arteixo, A Coruña, Galicia, España",,,Electricidade e electrónica | Hostalaría e turismo,FP básica | FP básica para persoas adultas,4,Actividades de panadaría e pastelaría (FP básica) || Cociña e restauración (FP básica para persoas adultas) || Cociña e restauración (FP básica) || Electricidade e electrónica (FP básica),72,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf | i_portal_oferta_clasificada_por_prov_concello_fp_basica_adultos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Arzúa · Arzúa,FP,A Coruña,Arzúa,IES de Arzúa,"IES de Arzúa, Arzúa, A Coruña, Galicia, España",,,Administración e xestión | Agraria,FP básica,2,Agroxardinaría e composicións florais (FP básica) || Servizos administrativos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe Castro da Uz · As Pontes de García Rodríguez,FP,A Coruña,As Pontes de García Rodríguez,IES Plurilingüe Castro da Uz,"IES Plurilingüe Castro da Uz, As Pontes de García Rodríguez, A Coruña, Galicia, España",,,Informática e comunicacións | Transporte e mantemento de vehículos,FP básica,2,Informática de oficina (FP básica) || Mantemento de vehículos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES As Mariñas · Betanzos,FP,A Coruña,Betanzos,IES As Mariñas,"IES As Mariñas, Betanzos, A Coruña, Galicia, España",,,Administración e xestión | Transporte e mantemento de vehículos,FP básica,2,Mantemento de vehículos (FP básica) || Servizos administrativos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Espiñeira · Boiro,FP,A Coruña,Boiro,IES Espiñeira,"IES Espiñeira, Boiro, A Coruña, Galicia, España",,,Informática e comunicacións,FP básica,1,Informática e comunicacións (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"CPR Aula Nosa · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CPR Aula Nosa,"CPR Aula Nosa, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Informática e comunicacións,FP básica,1,Informática de oficina (FP básica),20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"CPR Nebrija Torre de Hércules · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CPR Nebrija Torre de Hércules,"CPR Nebrija Torre de Hércules, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Administración e xestión | Comercio e márketing | Informática e comunicacións,FP básica,3,Informática e comunicacións (FP básica) || Servizos administrativos (FP básica) || Servizos comerciais (FP básica),60,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"CPR Plurilingüe La Grande Obra de Atocha · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CPR Plurilingüe La Grande Obra de Atocha,"CPR Plurilingüe La Grande Obra de Atocha, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Administración e xestión,FP básica,1,Servizos administrativos (FP básica),20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"IES Agra de Leborís · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Agra de Leborís,"IES Agra de Leborís, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Imaxe persoal,FP básica,1,Peiteado e estética (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"IES de Ortigueira · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES de Ortigueira,"IES de Ortigueira, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,"Madeira, moble e cortiza",FP básica,1,Carpintaría e moble (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Afonso X O Sabio · Cambre,FP,A Coruña,Cambre,IES Afonso X O Sabio,"IES Afonso X O Sabio, Cambre, A Coruña, Galicia, España",,,Informática e comunicacións,FP básica,1,Informática de oficina (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Isidro Parga Pondal · Carballo,FP,A Coruña,Carballo,IES Isidro Parga Pondal,"IES Isidro Parga Pondal, Carballo, A Coruña, Galicia, España",,,Informática e comunicacións,FP básica,1,Informática de oficina (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Monte Neme · Carballo,FP,A Coruña,Carballo,IES Monte Neme,"IES Monte Neme, Carballo, A Coruña, Galicia, España",,,Electricidade e electrónica | Fabricación mecánica | Hostalaría e turismo,FP básica | FP básica para persoas adultas,4,Cociña e restauración (FP básica para persoas adultas) || Cociña e restauración (FP básica) || Electricidade e electrónica (FP básica) || Fabricación e montaxe (FP básica),72,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf | i_portal_oferta_clasificada_por_prov_concello_fp_basica_adultos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Punta Candieira · Cedeira,FP,A Coruña,Cedeira,IES Punta Candieira,"IES Punta Candieira, Cedeira, A Coruña, Galicia, España",,,Comercio e márketing | Electricidade e electrónica,FP básica,2,Electricidade e electrónica (FP básica) || Servizos comerciais (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Fernando Blanco · Cee,FP,A Coruña,Cee,IES Fernando Blanco,"IES Fernando Blanco, Cee, A Coruña, Galicia, España",,,Electricidade e electrónica | Transporte e mantemento de vehículos,FP básica,2,Electricidade e electrónica (FP básica) || Mantemento de vehículos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Universidade Laboral · Culleredo,FP,A Coruña,Culleredo,CIFP Universidade Laboral,"CIFP Universidade Laboral, Culleredo, A Coruña, Galicia, España",,,Actividades físicas e deportivas | Electricidade e electrónica | Fabricación mecánica | Transporte e mantemento de vehículos,FP básica,5,Acceso e conservación en instalacións deportivas (FP básica) || Electricidade e electrónica (FP básica) || Fabricación e montaxe (FP básica) || Instalacións electrotécnicas e mecánica (FP básica) || Mantemento de embarcacións deportivas e de recreo (FP básica),90,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Curtis · Curtis,FP,A Coruña,Curtis,IES de Curtis,"IES de Curtis, Curtis, A Coruña, Galicia, España",,,Informática e comunicacións | Transporte e mantemento de vehículos,FP básica,2,Informática de oficina (FP básica) || Mantemento de vehículos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Fene · Fene,FP,A Coruña,Fene,IES de Fene,"IES de Fene, Fene, A Coruña, Galicia, España",,,Fabricación mecánica | Transporte e mantemento de vehículos,FP básica,2,Fabricación e montaxe (FP básica) || Mantemento de vehículos (FP básica),36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CEE Terra de Ferrol · Ferrol,FP,A Coruña,Ferrol,CEE Terra de Ferrol,"CEE Terra de Ferrol, Ferrol, A Coruña, Galicia, España",,,Agraria | Hostalaría e turismo,Programas formativos básicos,2,PFB de Servizos de restauración (Programas formativos básicos) || PFB de Xardinaría e viveirismo (Programas formativos básicos),36,i_portal_oferta_clasificada_por_prov_concello_programas_basicos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Ferrolterra · Ferrol,FP,A Coruña,Ferrol,CIFP Ferrolterra,"CIFP Ferrolterra, Ferrol, A Coruña, Galicia, España",,,"Electricidade e electrónica | Madeira, moble e cortiza | Transporte e mantemento de vehículos",FP básica | FP básica para persoas adultas,3,Carpintaría e moble (FP básica) || Electricidade e electrónica (FP básica) || Mantemento de vehículos (FP básica para persoas adultas),54,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf | i_portal_oferta_clasificada_por_prov_concello_fp_basica_adultos.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Leixa · Ferrol,FP,A Coruña,Ferrol,CIFP Leixa,"CIFP Leixa, Ferrol, A Coruña, Galicia, España",,,Artes gráficas,FP básica,1,Artes gráficas (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Rodolfo Ucha Piñeiro · Ferrol,FP,A Coruña,Ferrol,CIFP Rodolfo Ucha Piñeiro,"CIFP Rodolfo Ucha Piñeiro, Ferrol, A Coruña, Galicia, España",,,Informática e comunicacións,FP básica,1,Informática de oficina (FP básica),18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
