Titulo_marcador,Tipo,Provincia,Localidade,Centro_ou_sede,Enderezo_para_Google,Universidade,Campus,Familias_ou_ramas,Modalidades,Numero_de_estudos,Estudos,Prazas_total_indicadas,Fontes,Nota_de_rigor
IES Ricardo Carvalho Calero · Ferrol,FP grao superior,A Coruña,Ferrol,IES Ricardo Carvalho Calero,"IES Ricardo Carvalho Calero, Ferrol, A Coruña, Galicia, España",,,Imaxe persoal,Oferta ordinaria,1,Estética integral e benestar (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe Fontexería · Muros,FP grao superior,A Coruña,Muros,IES Plurilingüe Fontexería,"IES Plurilingüe Fontexería, Muros, A Coruña, Galicia, España",,,Electricidade e electrónica,Oferta ordinaria,1,Mantemento electrónico (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Terra de Trasancos · Narón,FP grao superior,A Coruña,Narón,IES Terra de Trasancos,"IES Terra de Trasancos, Narón, A Coruña, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Administración e finanzas (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Xulián Magariños · Negreira,FP grao superior,A Coruña,Negreira,IES Xulián Magariños,"IES Xulián Magariños, Negreira, A Coruña, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Administración de sistemas informáticos en rede (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Plurilingüe Maria Assumpta · Noia,FP grao superior,A Coruña,Noia,CPR Plurilingüe Maria Assumpta,"CPR Plurilingüe Maria Assumpta, Noia, A Coruña, Galicia, España",,,Comercio e márketing,Oferta ordinaria,1,Xestión de vendas e espazos comerciais (Oferta ordinaria),20,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Campo de San Alberto · Noia,FP grao superior,A Coruña,Noia,IES Campo de San Alberto,"IES Campo de San Alberto, Noia, A Coruña, Galicia, España",,,Administración e xestión | Sanidade,Oferta ordinaria,2,Administración e finanzas (Oferta ordinaria) || Laboratorio clínico e biomédico (Oferta ordinaria),52,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Macías o Namorado · Padrón,FP grao superior,A Coruña,Padrón,IES Macías o Namorado,"IES Macías o Namorado, Padrón, A Coruña, Galicia, España",,,Administración e xestión | Electricidade e electrónica,Oferta ordinaria,2,Administración e finanzas (Oferta ordinaria) || Automatización e robótica industrial (Oferta ordinaria),52,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Fraga do Eume · Pontedeume,FP grao superior,A Coruña,Pontedeume,CIFP Fraga do Eume,"CIFP Fraga do Eume, Pontedeume, A Coruña, Galicia, España",,,Hostalaría e turismo,Oferta ordinaria,2,Dirección de cociña (Oferta ordinaria) || Dirección de servizos de restauración (Oferta ordinaria),44,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Porto do Son · Porto do Son,FP grao superior,A Coruña,Porto do Son,IES de Porto do Son,"IES de Porto do Son, Porto do Son, A Coruña, Galicia, España",,,Actividades físicas e deportivas,Oferta ordinaria,1,Acondicionamento físico (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Coroso · Ribeira,FP grao superior,A Coruña,Ribeira,CIFP Coroso,"CIFP Coroso, Ribeira, A Coruña, Galicia, España",,,Electricidade e electrónica | Industrias alimentarias | Instalación e mantemento | Transporte e mantemento de vehículos,Oferta modular | Oferta ordinaria,6,Automatización e robótica industrial (Oferta ordinaria) || Automoción (Oferta ordinaria) || Control de calidade na industria alimentaria (Oferta modular) || Mantemento de instalacións térmicas e de fluídos (Oferta ordinaria) || Procesos e calidade na industria alimentaria (Oferta ordinaria) || Xestión loxística e comercial na industria alimentaria (Oferta modular),88,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf | i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
ESCO Oficial Náutico-Pesqueira · Ribeira,FP grao superior,A Coruña,Ribeira,ESCO Oficial Náutico-Pesqueira,"ESCO Oficial Náutico-Pesqueira, Ribeira, A Coruña, Galicia, España",,,Marítimo-pesqueira,Oferta ordinaria,1,Organización do mantemento de maquinaria de buques e embarcacións (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Leliadoura · Ribeira,FP grao superior,A Coruña,Ribeira,IES Leliadoura,"IES Leliadoura, Ribeira, A Coruña, Galicia, España",,,Administración e xestión | Informática e comunicacións,Oferta ordinaria,3,Administración de sistemas informáticos en rede (Oferta ordinaria) || Administración e finanzas (Oferta ordinaria) || Desenvolvemento de aplicacións multiplataforma (Oferta ordinaria),90,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Terra de Xallas · Santa Comba,FP grao superior,A Coruña,Santa Comba,IES Terra de Xallas,"IES Terra de Xallas, Santa Comba, A Coruña, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Administración e finanzas (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Compostela · Santiago de Compostela,FP grao superior,A Coruña,Santiago de Compostela,CIFP Compostela,"CIFP Compostela, Santiago de Compostela, A Coruña, Galicia, España",,,Hostalaría e turismo | Servizos socioculturais e á comunidade,Oferta ordinaria,5,Dirección de cociña (Oferta ordinaria) || Dirección de servizos de restauración (Oferta ordinaria) || Educación infantil (Oferta ordinaria) || Integración social (Oferta ordinaria) || Xestión de aloxamentos turísticos (Oferta ordinaria),134,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Politécnico de Santiago · Santiago de Compostela,FP grao superior,A Coruña,Santiago de Compostela,CIFP Politécnico de Santiago,"CIFP Politécnico de Santiago, Santiago de Compostela, A Coruña, Galicia, España",,,"Electricidade e electrónica | Fabricación mecánica | Instalación e mantemento | Madeira, moble e cortiza | Química | Seguridade e medio ambiente | Transporte e mantemento de vehículos",Oferta ordinaria,12,Automatización e robótica industrial (Oferta ordinaria) || Automoción (Oferta ordinaria) || Construcións metálicas (Oferta ordinaria) || Deseño e amoblamento (Oferta ordinaria) || Inspección técnica e peritaxe de sinistros en vehículos (Oferta ordinaria) || Laboratorio de análise e de control de calidade (Oferta ordinaria) || Mantemento e seguridade en sistemas de vehículos híbridos e eléctricos (Oferta ordinaria) || Mantemento electrónico (Oferta ordinaria) || Mecatrónica industrial (Oferta ordinaria) || Química e saúde ambiental (Oferta ordinaria) || Sistemas de telecomunicacións e informáticos (Oferta ordinaria) || Sistemas electrotécnicos e automatizados (Oferta ordinaria),260,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES A Pontepedriña · Santiago de Compostela,FP grao superior,A Coruña,Santiago de Compostela,IES A Pontepedriña,"IES A Pontepedriña, Santiago de Compostela, A Coruña, Galicia, España",,,Comercio e márketing,Oferta ordinaria,2,Comercio internacional (Oferta ordinaria) || Xestión de vendas e espazos comerciais (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES As Fontiñas · Santiago de Compostela,FP grao superior,A Coruña,Santiago de Compostela,IES As Fontiñas,"IES As Fontiñas, Santiago de Compostela, A Coruña, Galicia, España",,,Administración e xestión | Edificación e obra civil,Oferta ordinaria,4,Administración e finanzas (Oferta ordinaria) || Asistencia á dirección (Oferta ordinaria) || Proxectos de edificación (Oferta ordinaria) || Proxectos de obra civil (Oferta ordinaria),120,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Lamas de Abade · Santiago de Compostela,FP grao superior,A Coruña,Santiago de Compostela,IES Lamas de Abade,"IES Lamas de Abade, Santiago de Compostela, A Coruña, Galicia, España",,,Imaxe persoal | Sanidade,Oferta ordinaria,5,Anatomía patolóxica e citodiagnóstico (Oferta ordinaria) || Documentación e administración sanitarias (quenda de tarde) (Oferta ordinaria) || Estilismo e dirección de peiteado (Oferta ordinaria) || Estética integral e benestar (Oferta ordinaria) || Próteses dentais (Oferta ordinaria),118,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe Rosalía de Castro · Santiago de Compostela,FP grao superior,A Coruña,Santiago de Compostela,IES Plurilingüe Rosalía de Castro,"IES Plurilingüe Rosalía de Castro, Santiago de Compostela, A Coruña, Galicia, España",,,Actividades físicas e deportivas | Hostalaría e turismo | Servizos socioculturais e á comunidade,Oferta ordinaria,4,"Animación sociocultural e turística (quenda de tarde) (Oferta ordinaria) || Axencias de viaxes e xestión de eventos (quenda de tarde) (Oferta ordinaria) || Ensinanza e animación sociodeportiva (Oferta ordinaria) || Guía, información e asistencia turísticas (quenda de tarde) (Oferta ordinaria)",120,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES San Clemente · Santiago de Compostela,FP grao superior,A Coruña,Santiago de Compostela,IES San Clemente,"IES San Clemente, Santiago de Compostela, A Coruña, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,5,Administración de sistemas informáticos en rede (Oferta ordinaria) || Administración de sistemas informáticos en rede (quenda de tarde) (Oferta ordinaria) || Ciberseguridade en contornos das tecnoloxías da información (Oferta ordinaria) || Desenvolvemento de aplicacións multiplataforma (Oferta ordinaria) || Desenvolvemento de aplicacións web (Oferta ordinaria),140,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Terra de Soneira · Vimianzo,FP grao superior,A Coruña,Vimianzo,IES Terra de Soneira,"IES Terra de Soneira, Vimianzo, A Coruña, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Administración e finanzas (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CFEA de Becerreá · Becerreá,FP grao superior,Lugo,Becerreá,CFEA de Becerreá,"CFEA de Becerreá, Becerreá, Lugo, Galicia, España",,,Agraria,Oferta ordinaria,1,Xestión forestal e do medio natural (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Monte Castelo · Burela,FP grao superior,Lugo,Burela,IES Monte Castelo,"IES Monte Castelo, Burela, Lugo, Galicia, España",,,Actividades físicas e deportivas | Seguridade e medio ambiente,Oferta ordinaria,2,Ensinanza e animación sociodeportiva (Oferta ordinaria) || Química e saúde ambiental (Oferta ordinaria),52,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Perdouro · Burela,FP grao superior,Lugo,Burela,IES Perdouro,"IES Perdouro, Burela, Lugo, Galicia, España",,,Administración e xestión | Fabricación mecánica,Oferta ordinaria,2,Administración e finanzas (Oferta ordinaria) || Fabricación aditiva (Oferta ordinaria),50,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"IES Lucus Augusti · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP grao superior,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Lucus Augusti,"IES Lucus Augusti, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Química,Oferta modular,1,Laboratorio de análise e de control de calidade (Oferta modular),,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"IES Río Cabe · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP grao superior,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Río Cabe,"IES Río Cabe, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Hostalaría e turismo,Oferta modular,1,"Guía, información e asistencia turísticas (Oferta modular)",,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"IES Sanxillao · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP grao superior,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Sanxillao,"IES Sanxillao, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Hostalaría e turismo,Oferta modular,1,Dirección de servizos de restauración (Oferta modular),,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"IES da Terra Chá, José Trapero Pardo · Castro de Rei",FP grao superior,Lugo,Castro de Rei,"IES da Terra Chá, José Trapero Pardo","IES da Terra Chá, José Trapero Pardo, Castro de Rei, Lugo, Galicia, España",,,Agraria,Oferta ordinaria,1,Xestión forestal e do medio natural (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Marqués de Sargadelos · Cervo,FP grao superior,Lugo,Cervo,IES Marqués de Sargadelos,"IES Marqués de Sargadelos, Cervo, Lugo, Galicia, España",,,Química,Oferta ordinaria,1,Química industrial (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Val do Asma · Chantada,FP grao superior,Lugo,Chantada,IES Val do Asma,"IES Val do Asma, Chantada, Lugo, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Administración e finanzas (quenda de tarde) (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Foz · Foz,FP grao superior,Lugo,Foz,IES de Foz,"IES de Foz, Foz, Lugo, Galicia, España",,,Hostalaría e turismo,Oferta ordinaria,1,Dirección de cociña (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe San Rosendo · Mondoñedo,FP grao superior,Lugo,Mondoñedo,IES Plurilingüe San Rosendo,"IES Plurilingüe San Rosendo, Mondoñedo, Lugo, Galicia, España",,,Agraria,Oferta ordinaria,1,Xestión forestal e do medio natural (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES A Pinguela · Monforte de Lemos,FP grao superior,Lugo,Monforte de Lemos,IES A Pinguela,"IES A Pinguela, Monforte de Lemos, Lugo, Galicia, España",,,Administración e xestión | Informática e comunicacións,Oferta modular | Oferta ordinaria,3,Administración e finanzas (Oferta ordinaria) || Asistencia á dirección (Oferta modular) || Desenvolvemento de aplicacións web (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf | i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Francisco Daviña Rey · Monforte de Lemos,FP grao superior,Lugo,Monforte de Lemos,IES Francisco Daviña Rey,"IES Francisco Daviña Rey, Monforte de Lemos, Lugo, Galicia, España",,,Electricidade e electrónica | Servizos socioculturais e á comunidade,Oferta ordinaria,4,Ciberseguridade en contornos das tecnoloxías de operación (Oferta ordinaria) || Educación infantil (Oferta ordinaria) || Sistemas de sinalización e telecomunicacións ferroviarias (Oferta ordinaria) || Sistemas de telecomunicacións e informáticos (Oferta ordinaria),92,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Porta da Auga · Ribadeo,FP grao superior,Lugo,Ribadeo,CIFP Porta da Auga,"CIFP Porta da Auga, Ribadeo, Lugo, Galicia, España",,,Administración e xestión | Servizos socioculturais e á comunidade | Transporte e mantemento de vehículos,Oferta ordinaria,5,Administración e finanzas (Oferta ordinaria) || Animación sociocultural e turística (Oferta ordinaria) || Automoción (Oferta ordinaria) || Educación infantil (Oferta ordinaria) || Mantemento e seguridade en sistemas de vehículos híbridos e eléctricos (Oferta ordinaria),132,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Gregorio Fernández · Sarria,FP grao superior,Lugo,Sarria,IES Gregorio Fernández,"IES Gregorio Fernández, Sarria, Lugo, Galicia, España",,,Administración e xestión | Electricidade e electrónica | Instalación e mantemento,Oferta modular | Oferta ordinaria,4,Administración e finanzas (Oferta ordinaria) || Dixitalización do mantemento industrial (Oferta ordinaria) || Mecatrónica industrial (Oferta ordinaria) || Sistemas de telecomunicacións e informáticos (Oferta modular),72,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf | i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Belarmino Fernández Iglesias · Sober,FP grao superior,Lugo,Sober,CPR Belarmino Fernández Iglesias,"CPR Belarmino Fernández Iglesias, Sober, Lugo, Galicia, España",,,Industrias alimentarias,Oferta ordinaria,1,Vitivinicultura (Oferta ordinaria),20,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Lois Peña Novo · Vilalba,FP grao superior,Lugo,Vilalba,IES Lois Peña Novo,"IES Lois Peña Novo, Vilalba, Lugo, Galicia, España",,,Administración e xestión | Informática e comunicacións,Oferta ordinaria,2,Administración de sistemas informáticos en rede (Oferta ordinaria) || Administración e finanzas (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES María Sarmiento · Viveiro,FP grao superior,Lugo,Viveiro,IES María Sarmiento,"IES María Sarmiento, Viveiro, Lugo, Galicia, España",,,Administración e xestión | Electricidade e electrónica | Transporte e mantemento de vehículos,Oferta ordinaria,3,Administración e finanzas (Oferta ordinaria) || Automoción (Oferta ordinaria) || Sistemas electrotécnicos e automatizados (Oferta ordinaria),74,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Illa de Sarón · Xove,FP grao superior,Lugo,Xove,IES Illa de Sarón,"IES Illa de Sarón, Xove, Lugo, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Desenvolvemento de aplicacións web (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Xermán Ancochea Quevedo · A Pobra de Trives,FP grao superior,Ourense,A Pobra de Trives,IES Xermán Ancochea Quevedo,"IES Xermán Ancochea Quevedo, A Pobra de Trives, Ourense, Galicia, España",,,Electricidade e electrónica,Oferta ordinaria,1,Sistemas electrotécnicos e automatizados (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"CIFP A Farixa · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP grao superior,Ourense,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP A Farixa,"CIFP A Farixa, CPR, EFAG: Centro privado coas ensinanzas concertadas., Ourense, Galicia, España",,,Enerxía e auga,Oferta modular,2,Organización e proxectos de instalacións solares fotovoltaicas (Oferta modular) || Organización e proxectos de instalacións solares térmicas (Oferta modular),,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES San Mamede · Maceda,FP grao superior,Ourense,Maceda,IES San Mamede,"IES San Mamede, Maceda, Ourense, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Desenvolvemento de aplicacións multiplataforma (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Lauro Olmo · O Barco de Valdeorras,FP grao superior,Ourense,O Barco de Valdeorras,IES Lauro Olmo,"IES Lauro Olmo, O Barco de Valdeorras, Ourense, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Administración e finanzas (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Manuel Chamoso Lamas · O Carballiño,FP grao superior,Ourense,O Carballiño,IES Manuel Chamoso Lamas,"IES Manuel Chamoso Lamas, O Carballiño, Ourense, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Administración e finanzas (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES O Ribeiro · Ribadavia,FP grao superior,Ourense,Ribadavia,IES O Ribeiro,"IES O Ribeiro, Ribadavia, Ourense, Galicia, España",,,Industrias alimentarias,Oferta ordinaria,1,Vitivinicultura (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES García-Barbón · Verín,FP grao superior,Ourense,Verín,IES García-Barbón,"IES García-Barbón, Verín, Ourense, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Administración e finanzas (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP de Vilamarín · Vilamarín,FP grao superior,Ourense,Vilamarín,CIFP de Vilamarín,"CIFP de Vilamarín, Vilamarín, Ourense, Galicia, España",,,Hostalaría e turismo,Oferta ordinaria,2,Dirección de cociña (Oferta ordinaria) || Dirección de servizos de restauración (Oferta ordinaria),44,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Cidade de Antioquía · Xinzo de Limia,FP grao superior,Ourense,Xinzo de Limia,IES Cidade de Antioquía,"IES Cidade de Antioquía, Xinzo de Limia, Ourense, Galicia, España",,,Agraria,Oferta ordinaria,1,Xestión forestal e do medio natural (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe Antón Losada Diéguez · A Estrada,FP grao superior,Pontevedra,A Estrada,IES Plurilingüe Antón Losada Diéguez,"IES Plurilingüe Antón Losada Diéguez, A Estrada, Pontevedra, Galicia, España",,,Administración e xestión | Informática e comunicacións,Oferta ordinaria,2,Administración e finanzas (Oferta ordinaria) || Desenvolvemento de aplicacións multiplataforma (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES A Sangriña · A Guarda,FP grao superior,Pontevedra,A Guarda,IES A Sangriña,"IES A Sangriña, A Guarda, Pontevedra, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Administración e finanzas (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
